Gemeente;Code;AmsterdamseCode;Partij;AantalStemmen;AantalZetels;
Zaanstad;G0479;11044;Lokaal Zaans;10682;8;
Zaanstad;G0479;11044;GROENLINKS / Partij van de Arbeid (PvdA);8924;6;
Zaanstad;G0479;11044;Partij voor Ouderen en Veiligheid;6441;4;
Zaanstad;G0479;11044;VVD;4680;3;
Zaanstad;G0479;11044;PVV (Partij voor de Vrijheid);4195;3;
Zaanstad;G0479;11044;Forum voor Democratie;4123;3;
Zaanstad;G0479;11044;D66;4105;3;
Zaanstad;G0479;11044;ROSA Zaanstad;3799;2;
Zaanstad;G0479;11044;DENK;2942;2;
Zaanstad;G0479;11044;Democratisch Zaanstad;2931;2;
Zaanstad;G0479;11044;Partij voor de Dieren;2071;1;
Zaanstad;G0479;11044;CDA;1939;1;
Zaanstad;G0479;11044;SP (Socialistische Partij);1377;1;
Zaanstad;G0479;11044;ChristenUnie;1184;;
Zaltbommel;G0297;10557;Staatkundig Gereformeerde Partij (SGP);3223;6;
Zaltbommel;G0297;10557;Belang van Nederland (BVNL);2421;4;
Zaltbommel;G0297;10557;VVD;1952;3;
Zaltbommel;G0297;10557;GROENLINKS / Partij van de Arbeid (PvdA);1753;3;
Zaltbommel;G0297;10557;Z.V.V.;1603;2;
Zaltbommel;G0297;10557;D66;1364;2;
Zaltbommel;G0297;10557;CDA;1135;2;
Zaltbommel;G0297;10557;ChristenUnie;914;1;
Zandvoort;G0473;10910;OPZ - Ouderen Partij Zandvoort;1372;3;
Zandvoort;G0473;10910;Jong Zandvoort;1271;3;
Zandvoort;G0473;10910;VVD;1225;3;
Zandvoort;G0473;10910;GROENLINKS / Partij van de Arbeid (PvdA);1068;2;
Zandvoort;G0473;10910;PVV (Partij voor de Vrijheid);851;2;
Zandvoort;G0473;10910;CDA;759;2;
Zandvoort;G0473;10910;D66;699;1;
Zandvoort;G0473;10910;ZEE (Zandvoort Echt Eén);626;1;
Zeewolde;G0050;10012;Leefbaar Zeewolde;2790;5;
Zeewolde;G0050;10012;VVD;2100;4;
Zeewolde;G0050;10012;Zeewolde Liberaal;1523;3;
Zeewolde;G0050;10012;ChristenUnie;1401;3;
Zeewolde;G0050;10012;GROENLINKS /Partij van de Arbeid (PvdA);1028;2;
Zeewolde;G0050;10012;CDA;869;1;
Zeewolde;G0050;10012;D66;623;1;
Zeist;G0355;10324;GROENLINKS / Partij van de Arbeid (PvdA);6511;8;
Zeist;G0355;10324;Zeist Lokaal;5631;7;
Zeist;G0355;10324;D66;5568;6;
Zeist;G0355;10324;VVD;5071;6;
Zeist;G0355;10324;CDA;3107;3;
Zeist;G0355;10324;ChristenUnie-SGP;1587;1;
Zeist;G0355;10324;Volt;1417;1;
Zeist;G0355;10324;SP (Socialistische Partij);979;1;
Zeist;G0355;10324;GROENE ALLIANTIE;785;;
Zeist;G0355;10324;Blanco (lijst 9);238;;
Zevenaar;G0299;10938;CDA;3867;6;
Zevenaar;G0299;10938;Lokaal Belang;3655;6;
Zevenaar;G0299;10938;Forum voor Democratie;2670;4;
Zevenaar;G0299;10938;VVD;2245;3;
Zevenaar;G0299;10938;WijZZ;1905;3;
Zevenaar;G0299;10938;GROENLINKS;1479;2;
Zevenaar;G0299;10938;Partij van de Arbeid (PvdA);1439;2;
Zevenaar;G0299;10938;D66;1438;2;
Zevenaar;G0299;10938;Sociaal Zevenaar;673;1;
Zevenaar;G0299;10938;Blanco (lijst 10);242;;
Zoetermeer;G0637;10766;PVV (Partij voor de Vrijheid);6914;6;
Zoetermeer;G0637;10766;GROENLINKS / Partij van de Arbeid (PvdA);6486;6;
Zoetermeer;G0637;10766;VVD;6448;6;
Zoetermeer;G0637;10766;D66;6224;5;
Zoetermeer;G0637;10766;LHN;4247;3;
Zoetermeer;G0637;10766;CDA;3552;3;
Zoetermeer;G0637;10766;PDvZ;2812;2;
Zoetermeer;G0637;10766;ChristenUnie-SGP;2409;2;
Zoetermeer;G0637;10766;Zó! Zoetermeer;2368;2;
Zoetermeer;G0637;10766;Zoetermeer Vooruit;2331;2;
Zoetermeer;G0637;10766;50PLUS;2091;1;
Zoetermeer;G0637;10766;SP (Socialistische Partij);1339;1;
Zoetermeer;G0637;10766;Nieuw Sociaal Contract;367;;
Zoeterwoude;G0638;11074;CDA;1695;5;
Zoeterwoude;G0638;11074;Progressief Zoeterwoude (PZ);1636;5;
Zoeterwoude;G0638;11074;VVD;617;2;
Zoeterwoude;G0638;11074;Belang van Zoeterwoude (BvZ);615;2;
Zoeterwoude;G0638;11074;Zoeterwoude Zelfstandig Vooruit (ZZV);600;1;
Zuidplas;G1892;10855;ChristenUnie-SGP;3535;5;
Zuidplas;G1892;10855;VVD;3523;5;
Zuidplas;G1892;10855;Platform Zuidplas;3298;5;
Zuidplas;G1892;10855;Forum voor Democratie;2532;4;
Zuidplas;G1892;10855;D66;2473;3;
Zuidplas;G1892;10855;Nieuw Elan Zuidplas (NEZ);2341;3;
Zuidplas;G1892;10855;GROENLINKS / Partij van de Arbeid (PvdA);1845;2;
Zuidplas;G1892;10855;CDA;1567;2;
Zuidplas;G1892;10855;SP (Socialistische Partij);442;;
Zuidplas;G1892;10855;Blanco (lijst 10);31;;
Zundert;G0879;11192;VVD;2508;5;
Zundert;G0879;11192;Ondernemend Platteland;2144;5;
Zundert;G0879;11192;CDA;1625;3;
Zundert;G0879;11192;D66;1421;3;
Zundert;G0879;11192;Onafhankelijke Partij Dorpsbelangen;1223;2;
Zundert;G0879;11192;Lokaal Perspectief;804;1;
Zutphen;G0301;10254;GROENLINKS / Partij van de Arbeid (PvdA);5016;7;
Zutphen;G0301;10254;D66;3624;5;
Zutphen;G0301;10254;VVD;2648;3;
Zutphen;G0301;10254;Forum voor Democratie;2343;3;
Zutphen;G0301;10254;SP (Socialistische Partij);1859;2;
Zutphen;G0301;10254;Kies Bewust Lokaal;1847;2;
Zutphen;G0301;10254;Burgerbelang;1696;2;
Zutphen;G0301;10254;CDA;1271;1;
Zutphen;G0301;10254;Partij voor de Dieren;1042;1;
Zutphen;G0301;10254;STADSPARTIJ Zutphen Warnsveld;887;1;
Zutphen;G0301;10254;Hoi Zutphen;699;1;
Zutphen;G0301;10254;ChristenUnie;696;1;
Zutphen;G0301;10254;LEF - Voor de Nieuwe Generatie;675;;
Zwartewaterland;G1896;10746;Staatkundig Gereformeerde Partij (SGP);3745;6;
Zwartewaterland;G1896;10746;Buitengewoon Zwartewaterland ( BGZ );3253;6;
Zwartewaterland;G1896;10746;ChristenUnie;2601;4;
Zwartewaterland;G1896;10746;CDA;1065;1;
Zwartewaterland;G1896;10746;Partij van de Arbeid (PvdA);900;1;
Zwartewaterland;G1896;10746;VVD;832;1;
Zwijndrecht;G0642;10468;Algemeen Belang Zwijndrecht;6440;12;
Zwijndrecht;G0642;10468;ChristenUnie-SGP;2272;4;
Zwijndrecht;G0642;10468;CDA;2018;3;
Zwijndrecht;G0642;10468;GROENLINKS / Partij van de Arbeid (PvdA);1699;3;
Zwijndrecht;G0642;10468;VVD;1635;3;
Zwijndrecht;G0642;10468;D66;1066;1;
Zwijndrecht;G0642;10468;Partij voor de Rechtsstaat;565;1;
Zwolle;G0193;10093;SWOLLWACHT;12380;8;
Zwolle;G0193;10093;GROENLINKS / Partij van de Arbeid (PvdA);11981;8;
Zwolle;G0193;10093;VVD;7491;5;
Zwolle;G0193;10093;ChristenUnie;7108;4;
Zwolle;G0193;10093;D66;5926;4;
Zwolle;G0193;10093;CDA;5684;3;
Zwolle;G0193;10093;Forum voor Democratie;4137;2;
Zwolle;G0193;10093;Stadspartij Zwolle;4111;2;
Zwolle;G0193;10093;Volt;2511;1;
Zwolle;G0193;10093;Partij voor de Dieren;2255;1;
Zwolle;G0193;10093;SP (Socialistische Partij);2186;1;
Zwolle;G0193;10093;LEF - Voor de Nieuwe Generatie;209;;
