Gemeente;Code;AmsterdamseCode;Partij;AantalStemmen;AantalZetels;
Gooise Meren;G1942;10281;Blanco (lijst 7);302;;
Gorinchem;G0512;10942;DemocratenGorinchem;3800;7;
Gorinchem;G0512;10942;Stadsbelang;2016;4;
Gorinchem;G0512;10942;VVD;1674;3;
Gorinchem;G0512;10942;GROENLINKS / Partij van de Arbeid (PvdA);1579;3;
Gorinchem;G0512;10942;D66;1455;2;
Gorinchem;G0512;10942;ChristenUnie-SGP;1385;2;
Gorinchem;G0512;10942;CDA;1066;2;
Gorinchem;G0512;10942;SP (Socialistische Partij);790;1;
Gorinchem;G0512;10942;Gorcum Actief;668;1;
Gouda;G0513;10302;GROENLINKS / Partij van de Arbeid (PvdA);6289;7;
Gouda;G0513;10302;Leefbaar Gouda;4468;5;
Gouda;G0513;10302;D66;3536;4;
Gouda;G0513;10302;ChristenUnie;3082;3;
Gouda;G0513;10302;JA21;2792;3;
Gouda;G0513;10302;CDA;2265;2;
Gouda;G0513;10302;Staatkundig Gereformeerde Partij (SGP);2207;2;
Gouda;G0513;10302;VVD;2162;2;
Gouda;G0513;10302;Gouda Positief;1902;2;
Gouda;G0513;10302;Gouda Vitaal;1742;2;
Gouda;G0513;10302;Gemeentebelangen Gouda;1479;1;
Gouda;G0513;10302;Partij voor de Dieren;1239;1;
Gouda;G0513;10302;SP (Socialistische partij);816;1;
Gouda;G0513;10302;Volt;665;;
Groningen;G0014;10426;GROENLINKS / Partij van de Arbeid (PvdA);28823;13;
Groningen;G0014;10426;D66;14242;6;
Groningen;G0014;10426;VVD;10290;4;
Groningen;G0014;10426;Partij voor de Dieren;9338;4;
Groningen;G0014;10426;Student en Stad;8693;3;
Groningen;G0014;10426;CDA;8050;3;
Groningen;G0014;10426;Stadspartij 100% voor Groningen;8031;3;
Groningen;G0014;10426;SP (Socialistische Partij);7444;3;
Groningen;G0014;10426;ChristenUnie;4432;2;
Groningen;G0014;10426;Forum voor Democratie;4282;1;
Groningen;G0014;10426;Partij voor het Noorden;3875;1;
Groningen;G0014;10426;PVV (Partij voor de Vrijheid);3634;1;
Groningen;G0014;10426;Volt;3035;1;
Groningen;G0014;10426;BBB;675;;
Groningen;G0014;10426;DURF;499;;
Gulpen-Wittem;G1729;11032;PRO Gulpen-Wittem;2040;4;
Gulpen-Wittem;G1729;11032;Fractie Franssen;1632;3;
Gulpen-Wittem;G1729;11032;GWL, Gulpen-Wittem Lokaal;1483;3;
Gulpen-Wittem;G1729;11032;DOE'22;1228;3;
Gulpen-Wittem;G1729;11032;VVD;939;2;
Haaksbergen;G0158;11435;Nieuw Haaksbergen;2947;5;
Haaksbergen;G0158;11435;CDA;2649;5;
Haaksbergen;G0158;11435;TeamDAP (Dé Actieve Partij Haaksbergen);2370;4;
Haaksbergen;G0158;11435;VVD;1469;2;
Haaksbergen;G0158;11435;GROENLINKS / Partij van de Arbeid (PvdA);1130;2;
Haaksbergen;G0158;11435;D66;873;1;
Haarlem;G0392;10357;GROENLINKS / Partij van de Arbeid (PvdA);17861;11;
Haarlem;G0392;10357;D66;13679;8;
Haarlem;G0392;10357;VVD;7651;4;
Haarlem;G0392;10357;Forum voor Democratie;4852;3;
Haarlem;G0392;10357;SP (Socialistische Partij);3829;2;
Haarlem;G0392;10357;Partij voor de Dieren;3822;2;
Haarlem;G0392;10357;CDA;3701;2;
Haarlem;G0392;10357;Jouw Haarlem;3335;2;
Haarlem;G0392;10357;TROTS Haarlem (Man Hapt Mug);3002;1;
Haarlem;G0392;10357;Hart voor Haarlem;2231;1;
Haarlem;G0392;10357;OPHaarlem;2220;1;
Haarlem;G0392;10357;Volt;1727;1;
Haarlem;G0392;10357;Actiepartij;1611;1;
Haarlem;G0392;10357;DENK;1560;;
Haarlem;G0392;10357;ChristenUnie;1245;;
Haarlem;G0392;10357;Belang Van Nederland (BVNL);1148;;
Haarlem;G0392;10357;Piratenpartij;202;;
Haarlemmermeer;G0394;11387;VVD;11311;8;
Haarlemmermeer;G0394;11387;GROENLINKS / Partij van de Arbeid (PvdA);8182;5;
Haarlemmermeer;G0394;11387;D66;7826;5;
Haarlemmermeer;G0394;11387;Forum voor Democratie;5873;4;
Haarlemmermeer;G0394;11387;CDA;5629;4;
Haarlemmermeer;G0394;11387;Forza! Haarlemmermeer;4109;3;
Haarlemmermeer;G0394;11387;Haarlemmermeerse Actieve Politiek (HAP);3726;2;
Haarlemmermeer;G0394;11387;50PLUS;3574;2;
Haarlemmermeer;G0394;11387;PVV (Partij voor de Vrijheid);2609;1;
Haarlemmermeer;G0394;11387;EEN Haarlemmermeer;2365;1;
Haarlemmermeer;G0394;11387;Sociaal Rechts Haarlemmermeer;2273;1;
Haarlemmermeer;G0394;11387;Hart van Haarlemmermeer;2168;1;
Haarlemmermeer;G0394;11387;ChristenUnie-SGP;2034;1;
Haarlemmermeer;G0394;11387;DENK;1556;1;
Haarlemmermeer;G0394;11387;Belang Van Nederland (BVNL);1004;;
Haarlemmermeer;G0394;11387;Partij voor de Rechtsstaat;114;;
Halderberge;G1655;10397;VVD;4012;8;
Halderberge;G1655;10397;Lokaal Halderberge;2826;6;
Halderberge;G1655;10397;WOS Halderberge;2043;4;
Halderberge;G1655;10397;Forum voor Democratie;1286;2;
Halderberge;G1655;10397;D66;905;1;
Halderberge;G1655;10397;CDA;879;1;
Halderberge;G1655;10397;GROENLINKS/ Partij van de Arbeid (PvdA);691;1;
Hardenberg;G0160;10174;DOEN'22;8710;10;
Hardenberg;G0160;10174;CDA;6021;7;
Hardenberg;G0160;10174;ChristenUnie;3982;4;
Hardenberg;G0160;10174;Forum voor Democratie;3532;4;
Hardenberg;G0160;10174;VVD;3134;3;
Hardenberg;G0160;10174;GROENLINKS / Partij van de Arbeid (PvdA);2233;2;
Hardenberg;G0160;10174;OpKoers.nu;2101;2;
Hardenberg;G0160;10174;Staatkundig Gereformeerde Partij (SGP);957;1;
Hardenberg;G0160;10174;D66;732;;
Hardenberg;G0160;10174;Partij Vrij 29;564;;
Hardenberg;G0160;10174;Samen Gemeente Hardenberg (SGH);207;;
Harderwijk;G0243;10786;GEMEENTEBELANG HARDERWIJK/HIERDEN;6110;9;
Harderwijk;G0243;10786;ChristenUnie;3387;5;
Harderwijk;G0243;10786;VVD;2821;4;
Harderwijk;G0243;10786;GROENLINKS / Partij van de Arbeid (PvdA);2699;4;
Harderwijk;G0243;10786;Harderwijk Anders;2696;3;
Harderwijk;G0243;10786;D66;2582;3;
Harderwijk;G0243;10786;CDA;2432;3;
Hardinxveld-Giessendam;G0523;10167;T@B;3385;6;
Hardinxveld-Giessendam;G0523;10167;Staatkundig Gereformeerde Partij (SGP);2769;5;
Hardinxveld-Giessendam;G0523;10167;ChristenUnie;1694;3;
Hardinxveld-Giessendam;G0523;10167;CDA;994;2;
Hardinxveld-Giessendam;G0523;10167;GROENLINKS / Partij van de Arbeid (PvdA);729;1;
Harlingen;G0072;10909;CDA;1744;4;
Harlingen;G0072;10909;PvdA-GroenLinks;1343;4;
Harlingen;G0072;10909;Harlinger Belang;1029;3;
Harlingen;G0072;10909;VVD;900;2;
Harlingen;G0072;10909;WAD'N PARTIJ Harlingen;655;2;
Harlingen;G0072;10909;HOOP;533;1;
Harlingen;G0072;10909;D66;448;1;
Harlingen;G0072;10909;ChristenUnie;217;;
Hattem;G0244;10673;HattemCentraal;1461;3;
Hattem;G0244;10673;ChristenUnie;1317;3;
Hattem;G0244;10673;Algemeen Belang;935;2;
Hattem;G0244;10673;GROENLINKS / Partij van de Arbeid (PvdA);912;2;
Hattem;G0244;10673;CDA;828;2;
Hattem;G0244;10673;VVD;766;2;
Hattem;G0244;10673;D66;641;1;
Heemskerk;G0396;10679;Heemskerk Lokaal;3832;6;
Heemskerk;G0396;10679;Hart voor Heemskerk;3646;5;
Heemskerk;G0396;10679;Forum voor Democratie;2667;4;
Heemskerk;G0396;10679;GROENLINKS / Partij van de Arbeid (PvdA);2443;3;
Heemskerk;G0396;10679;VVD;2133;3;
Heemskerk;G0396;10679;D66;1720;2;
Heemskerk;G0396;10679;CDA;1319;2;
Heemstede;G0397;11288;D66;3363;5;
Heemstede;G0397;11288;VVD;3280;5;
Heemstede;G0397;11288;GROENLINKS / Partij van de Arbeid (PvdA);2819;4;
Heemstede;G0397;11288;Heemsteeds Burger Belang;2335;4;
Heemstede;G0397;11288;CDA;1648;2;
Heemstede;G0397;11288;SamenSterkHeemstede;842;1;
Heerde;G0246;10291;Gemeentebelang-Boeren Partij (GBP);3831;6;
Heerde;G0246;10291;CDA;1911;3;
Heerde;G0246;10291;ChristenUnie-SGP;1695;3;
Heerde;G0246;10291;GROENLINKS / Partij van de Arbeid (PvdA);980;2;
Heerde;G0246;10291;VVD;918;2;
Heerde;G0246;10291;D66;655;1;
Heerenveen;G0074;10680;Heerenveen Lokaal;4343;6;
Heerenveen;G0074;10680;GROENLINKS / Partij van de Arbeid (PvdA);4210;5;
Heerenveen;G0074;10680;CDA;2818;4;
Heerenveen;G0074;10680;D66;2476;3;
Heerenveen;G0074;10680;FNP;2466;3;
Heerenveen;G0074;10680;Forum voor Democratie;2238;3;
Heerenveen;G0074;10680;VVD;2138;3;
Heerenveen;G0074;10680;Frisse Wind 21;1496;2;
Heerenveen;G0074;10680;ChristenUnie;879;1;
Heerenveen;G0074;10680;SP (Socialistische Partij);723;1;
Heerlen;G0917;10902;Ouderen Partij Heerlen (OPH);6199;8;
Heerlen;G0917;10902;CDA;5163;6;
Heerlen;G0917;10902;SP (Socialistische Partij);3620;4;
Heerlen;G0917;10902;Jongerenpartij Heerlen;3020;4;
Heerlen;G0917;10902;GROENLINKS / Partij van de Arbeid (PvdA);2843;3;
Heerlen;G0917;10902;Forum voor Democratie;2538;3;
Heerlen;G0917;10902;PVV (Partij voor de Vrijheid);1742;2;
Heerlen;G0917;10902;D66;1712;2;
Heerlen;G0917;10902;Partij Hoensbroeks Belang;1511;2;
Heerlen;G0917;10902;Hart Leers;1207;1;
Heerlen;G0917;10902;VVD;1031;1;
Heerlen;G0917;10902;Partij voor de Dieren;864;1;
Heerlen;G0917;10902;Democratisch Burger Belang;321;;
Heeze-Leende;G1658;10462;Algemeen belang Heeze-Leende (AbHL);1956;4;
Heeze-Leende;G1658;10462;PRO Heeze-Leende (PRO);1619;4;
Heeze-Leende;G1658;10462;VVD;1484;3;
Heeze-Leende;G1658;10462;CDA;1114;2;
Heeze-Leende;G1658;10462;LOKAAL HEEZE-LEENDE;1110;2;
Heeze-Leende;G1658;10462;Partij voor Oud en Jong;845;2;
Heiloo;G0399;10793;Heiloo-2000;2791;5;
Heiloo;G0399;10793;GROENLINKS/Partij van de Arbeid (PvdA);2758;4;
Heiloo;G0399;10793;D66;2036;3;
Heiloo;G0399;10793;VVD;1997;3;
Heiloo;G0399;10793;CDA;1650;2;
Heiloo;G0399;10793;Gemeentebelangen Heiloo;1512;2;
Hellendoorn;G0163;10806;Lokaal Hellendoorn;4543;8;
Hellendoorn;G0163;10806;CDA;3928;6;
Hellendoorn;G0163;10806;Samen Hellendoorn;2687;4;
Hellendoorn;G0163;10806;VVD;1656;2;
Hellendoorn;G0163;10806;GROENLINKS;1065;1;
Hellendoorn;G0163;10806;Noaberschap Partij;1025;1;
Hellendoorn;G0163;10806;D66;883;1;
Hellendoorn;G0163;10806;ChristenUnie;794;1;
Hellendoorn;G0163;10806;Partij van de Arbeid (PvdA);691;1;
Hellendoorn;G0163;10806;SP (Socialistische Partij);316;;
Helmond;G0794;10932;Helder Helmond;6553;8;
Helmond;G0794;10932;GROENLINKS / Partij van de Arbeid (PvdA);4730;6;
Helmond;G0794;10932;VVD;4511;5;
Helmond;G0794;10932;Forum voor Democratie;3920;5;
Helmond;G0794;10932;D66;3385;4;
Helmond;G0794;10932;50PLUS;2194;2;
Helmond;G0794;10932;CDA;1866;2;
Helmond;G0794;10932;Lokaal sterk;1751;2;
Helmond;G0794;10932;DENK;1003;1;
Helmond;G0794;10932;SP (Socialistische Partij);912;1;
Helmond;G0794;10932;MÌ HELLEMONDERS;869;1;
Helmond;G0794;10932;Samen 0492;514;;
Helmond;G0794;10932;Blanco (lijst 13);338;;
Hendrik-Ido-Ambacht;G0531;10416;Realistisch Ambacht;4411;7;
Hendrik-Ido-Ambacht;G0531;10416;SGP-ChristenUnie;3864;7;
Hendrik-Ido-Ambacht;G0531;10416;Gemeente Belangen;2176;3;
Hendrik-Ido-Ambacht;G0531;10416;CDA;1484;2;
Hendrik-Ido-Ambacht;G0531;10416;VVD;1239;2;
Hendrik-Ido-Ambacht;G0531;10416;GROENLINKS / Partij van de Arbeid (PvdA);1096;1;
Hendrik-Ido-Ambacht;G0531;10416;D66;847;1;
Hendrik-Ido-Ambacht;G0531;10416;Echt Voor Ambacht;224;;
Hengelo;G0164;10907;Burger Belangen;5883;7;
Hengelo;G0164;10907;GROENLINKS / Partij van de Arbeid (PvdA);4369;5;
Hengelo;G0164;10907;VVD;4124;5;
Hengelo;G0164;10907;CDA;3525;4;
Hengelo;G0164;10907;D66;2793;3;
Hengelo;G0164;10907;SP (Socialistische Partij);2508;3;
Hengelo;G0164;10907;ANDERS!;2404;3;
Hengelo;G0164;10907;Forum voor Democratie;2313;3;
Hengelo;G0164;10907;PVV (Partij voor de Vrijheid);1295;1;
Hengelo;G0164;10907;Hengelose Burgers (VPOR);1220;1;
Hengelo;G0164;10907;Pro Hengelo;1210;1;
Hengelo;G0164;10907;50PLUS;1100;1;
Hengelo;G0164;10907;ChristenUnie;764;;
Hengelo;G0164;10907;Volt;560;;
Het Hogeland;G1966;10246;GROENLINKS / Partij van de Arbeid (PvdA);5037;7;
Het Hogeland;G1966;10246;GemeenteBelangen Het Hogeland;4878;6;
Het Hogeland;G1966;10246;CDA;3344;4;
Het Hogeland;G1966;10246;ChristenUnie;2228;3;
Het Hogeland;G1966;10246;VVD;2147;3;
Het Hogeland;G1966;10246;Lokaal Sociaal;1957;2;
Het Hogeland;G1966;10246;BBB;1938;2;
Het Hogeland;G1966;10246;D66;1443;2;
Heumen;G0252;10600;GROENLINKS / Partij van de Arbeid (PvdA);2184;4;
Heumen;G0252;10600;VVD;1665;3;
Heumen;G0252;10600;Democraten Gemeente Heumen;1535;3;
Heumen;G0252;10600;De Kiezersclub;1418;3;
Heumen;G0252;10600;CDA;1058;2;
Heumen;G0252;10600;D66;948;2;
Heusden;G0797;10307;DMP Heusden;5618;9;
Heusden;G0797;10307;Gemeentebelangen;3193;5;
Heusden;G0797;10307;Heusden Transparant Verbindt;2795;4;
Heusden;G0797;10307;GROENLINKS / Partij van de Arbeid (PvdA);1840;3;
Heusden;G0797;10307;CDA;1774;3;
Heusden;G0797;10307;VVD;1421;2;
Heusden;G0797;10307;Heusden één;1279;2;
Heusden;G0797;10307;D66;1162;1;
Hillegom;G0534;11236;BEVOLKINGSBELANGEN HILLEGOM (BBH);3765;8;
Hillegom;G0534;11236;D66;1711;3;
Hillegom;G0534;11236;Hart voor Hillegom;1203;2;
Hillegom;G0534;11236;Bloeiend Hillegom;1093;2;
Hillegom;G0534;11236;GROENLINKS / Partij van de Arbeid (PvdA);947;2;
Hillegom;G0534;11236;VVD;878;1;
Hillegom;G0534;11236;CDA;853;1;
Hilvarenbeek;G0798;11297;VVD;4033;8;
Hilvarenbeek;G0798;11297;HOI Werkt;3573;7;
Hilvarenbeek;G0798;11297;CDA;1112;2;
Hoeksche Waard;G1963;10222;CDA;7222;7;
Hoeksche Waard;G1963;10222;Lokalen Hoeksche Waard;6604;6;
Hoeksche Waard;G1963;10222;Staatkundig Gereformeerde Partij (SGP);5874;5;
Hoeksche Waard;G1963;10222;GROENLINKS/Partij van de Arbeid (PvdA);4206;4;
Hoeksche Waard;G1963;10222;VVD;4164;4;
Hoeksche Waard;G1963;10222;VoorWaards Hoeksche Waard;3095;3;
Hoeksche Waard;G1963;10222;BurgerBelangen Hoeksche Waard;3065;3;
Hoeksche Waard;G1963;10222;D66;2670;2;
Hoeksche Waard;G1963;10222;ChristenUnie;2219;2;
Hoeksche Waard;G1963;10222;Waardig Ouder Worden (WOW) HW;1823;1;
Hof van Twente;G1735;10076;CDA;4654;7;
Hof van Twente;G1735;10076;PvdA / GROENLINKS / In Beweging;3094;4;
Hof van Twente;G1735;10076;Forum voor Democratie;2600;3;
Hof van Twente;G1735;10076;BBB;2276;3;
Hof van Twente;G1735;10076;VVD;2201;3;
Hof van Twente;G1735;10076;Gemeente Belangen;2164;3;
Hof van Twente;G1735;10076;D66;1450;2;
Hollands Kroon;G1911;10344;Onafhankelijk Hollands Kroon;3644;5;
Hollands Kroon;G1911;10344;Forum voor Democratie;3502;5;
Hollands Kroon;G1911;10344;CDA;3245;5;
Hollands Kroon;G1911;10344;VVD;2005;3;
Hollands Kroon;G1911;10344;Senioren Hollands Kroon;1723;2;
Hollands Kroon;G1911;10344;GROENLINKS;1387;2;
Hollands Kroon;G1911;10344;Lokaal Democratisch Alternatief;1333;2;
Hollands Kroon;G1911;10344;D66;1270;2;
Hollands Kroon;G1911;10344;Partij van de Arbeid (PvdA);1254;2;
Hollands Kroon;G1911;10344;LEV!Hollandskroon;951;1;
Hoogeveen;G0118;10839;Gemeentebelangen Hoogeveen e.o.;5708;8;
Hoogeveen;G0118;10839;Forum voor Democratie;3954;5;
Hoogeveen;G0118;10839;VVD;3669;5;
Hoogeveen;G0118;10839;CDA;3513;4;
Hoogeveen;G0118;10839;GROENLINKS / Partij van de Arbeid (PvdA);3433;4;
Hoogeveen;G0118;10839;ChristenUnie;1568;2;
Hoogeveen;G0118;10839;Staatkundig Gereformeerde Partij (SGP);865;1;
Hoogeveen;G0118;10839;SP (Socialistische Partij);733;1;
Hoogeveen;G0118;10839;D66;708;1;
Hoorn;G0405;11392;Hart van Hoorn;4252;6;
Hoorn;G0405;11392;GROENLINKS / Partij van de Arbeid (PvdA);4068;6;
Hoorn;G0405;11392;Hoorn Lokaal;3273;4;
Hoorn;G0405;11392;VVD;2594;3;
Hoorn;G0405;11392;D66;2560;3;
Hoorn;G0405;11392;Forum voor Democratie;2331;3;
Hoorn;G0405;11392;CDA;2237;3;
Hoorn;G0405;11392;Sociaal Hoorn/Team Tonnaer;2009;2;
Hoorn;G0405;11392;ÉénHoorn;1191;1;
Hoorn;G0405;11392;Hoorn Centraal voorheen Fractie Tonnaer;1102;1;
Hoorn;G0405;11392;Partij voor de Dieren;949;1;
Hoorn;G0405;11392;Hoornse Ondernemende & Ouderen Partij!;780;1;
Hoorn;G0405;11392;SP (Socialistische Partij);743;1;
Hoorn;G0405;11392;Hoorn Open & Eerlijk (HOE?!);638;;
Hoorn;G0405;11392;ChristenUnie;554;;
Hoorn;G0405;11392;H!B;488;;
Horst aan de Maas;G1507;11108;CDA;4995;7;
Horst aan de Maas;G1507;11108;leef;4673;6;
Horst aan de Maas;G1507;11108;Essentie;4104;5;
Horst aan de Maas;G1507;11108;Belang van Horst aan de Maas;2379;3;
Horst aan de Maas;G1507;11108;VVD;2178;3;
Horst aan de Maas;G1507;11108;Perspectief Horst aan de Maas;1377;2;
Horst aan de Maas;G1507;11108;SP (Socialistische Partij);687;1;
Houten;G0321;10230;Inwonerspartij Toekomst Houten;8127;11;
Houten;G0321;10230;GROENLINKS / Partij van de Arbeid (PvdA);4320;5;
Houten;G0321;10230;D66;2882;3;
Houten;G0321;10230;VVD;2343;3;
Houten;G0321;10230;NatúúrlijkHouten;2185;3;
Houten;G0321;10230;CDA;1847;2;
Houten;G0321;10230;Staatkundig Gereformeerde Partij (SGP);1693;2;
Houten;G0321;10230;ChristenUnie;1121;1;
Houten;G0321;10230;Volt;1003;1;
Houten;G0321;10230;Houten Anders!;642;;
Huizen;G0406;11170;VVD;3494;5;
Huizen;G0406;11170;GROENLINKS/Partij van de Arbeid (PvdA);2462;4;
Huizen;G0406;11170;Leefbaar Huizen;2301;3;
Huizen;G0406;11170;CDA;2150;3;
Huizen;G0406;11170;D66;1982;3;
Huizen;G0406;11170;Forum voor Democratie;1779;3;
Huizen;G0406;11170;PIT Huizen;1264;2;
Huizen;G0406;11170;Gemeente Belangen Huizen;1045;1;
Huizen;G0406;11170;ChristenUnie;1037;1;
Huizen;G0406;11170;Transparant Huizen;696;1;
Huizen;G0406;11170;Staatkundig Gereformeerde Partij (SGP);671;1;
Huizen;G0406;11170;De Toekomst Van Huizen;120;;
Hulst;G0677;11408;Algemeen Belang Groot Hulst;3381;6;
Hulst;G0677;11408;BvO - Bouwen van Onderop;2155;4;
Hulst;G0677;11408;CDA;2088;4;
Hulst;G0677;11408;Groot Hontenisse - Hulst;1272;2;
Hulst;G0677;11408;Partij van de Arbeid / GROENLINKS;1223;2;
Hulst;G0677;11408;VVD;1131;2;
Hulst;G0677;11408;D66;533;1;
Hulst;G0677;11408;SP (Socialistische Partij);390;;
Hulst;G0677;11408;Belang Van Nederland (BVNL);219;;
IJsselstein;G0353;10152;LDIJ (Lokale Democraten IJsselstein);4955;8;
IJsselstein;G0353;10152;VVD;2721;4;
IJsselstein;G0353;10152;GROENLINKS / Partij van de Arbeid (PvdA);2288;4;
IJsselstein;G0353;10152;CDA;2278;4;
IJsselstein;G0353;10152;D66;1373;2;
IJsselstein;G0353;10152;ChristenUnie;779;1;
Kaag en Braassem;G1884;10349;Samen Kaag en Braassem;2914;5;
Kaag en Braassem;G1884;10349;Kern 11;2892;5;
Kaag en Braassem;G1884;10349;PRO Kaag en Braassem;2228;3;
Kaag en Braassem;G1884;10349;D66;2063;3;
Kaag en Braassem;G1884;10349;CDA;1979;3;
Kaag en Braassem;G1884;10349;VVD;1727;2;
Kampen;G0166;10253;ChristenUnie;4617;6;
Kampen;G0166;10253;CDA;4392;5;
Kampen;G0166;10253;Staatkundig Gereformeerde Partij (SGP);4012;5;
Kampen;G0166;10253;Forum voor Democratie;3238;4;
Kampen;G0166;10253;Gemeente Belang Kampen;2828;3;
Kampen;G0166;10253;VVD;2104;2;
Kampen;G0166;10253;GROENLINKS / Partij van de Arbeid (PvdA);2077;2;
Kampen;G0166;10253;D66;1698;2;
Kampen;G0166;10253;Kampen Sociaal;1381;1;
Kampen;G0166;10253;Hart voor Kampen;1221;1;
Kampen;G0166;10253;SP (Socialistische Partij);564;;
Kapelle;G0678;11223;VVD;1707;4;
Kapelle;G0678;11223;Gemeentebelang;1425;3;
Kapelle;G0678;11223;Staatkundig Gereformeerde Partij (SGP);1342;3;
Kapelle;G0678;11223;CDA;1069;2;
Kapelle;G0678;11223;GROENLINKS / Partij van de Arbeid (PvdA);771;2;
Kapelle;G0678;11223;ChristenUnie;384;1;
Kapelle;G0678;11223;D66;273;;
Katwijk;G0537;10707;DURF;6759;7;
Katwijk;G0537;10707;CDA;5917;7;
Katwijk;G0537;10707;Staatkundig Gereformeerde Partij (SGP);5435;6;
Katwijk;G0537;10707;VVD;3508;4;
Katwijk;G0537;10707;Partij van de Arbeid (PvdA);2656;3;
Katwijk;G0537;10707;ChristenUnie;2537;3;
Katwijk;G0537;10707;KiesKatwijk;1391;1;
Katwijk;G0537;10707;GemeenteBelangen;1148;1;
Katwijk;G0537;10707;D66;961;1;
Katwijk;G0537;10707;Samen voor KRV;362;;
Kerkrade;G0928;10313;Burgerbelangen;6970;14;
Kerkrade;G0928;10313;Ouderenpartij Kerkrade;2342;4;
Kerkrade;G0928;10313;ONS KERKRADE;2195;4;
Kerkrade;G0928;10313;Lokaal Alternatief;1336;2;
Kerkrade;G0928;10313;GROENLINKS / Partij van de Arbeid (PvdA);1198;2;
Kerkrade;G0928;10313;CDA;968;1;
Kerkrade;G0928;10313;VVD;757;1;
Kerkrade;G0928;10313;SP (Socialistische Partij);685;1;
Koggenland;G1598;10354;VVD;3282;6;
Koggenland;G1598;10354;Gemeente Belangen Koggenland;2570;4;
Koggenland;G1598;10354;CDA;1948;3;
Koggenland;G1598;10354;Forum voor Democratie;1748;3;
Koggenland;G1598;10354;GROENLINKS / Partij van de Arbeid (PvdA);1227;2;
Koggenland;G1598;10354;D66;691;1;
Krimpen aan den IJssel;G0542;10859;Samen voor Krimpen;3803;6;
Krimpen aan den IJssel;G0542;10859;Staatkundig Gereformeerde Partij (SGP);3523;5;
Krimpen aan den IJssel;G0542;10859;Leefbaar Krimpen;3005;5;
Krimpen aan den IJssel;G0542;10859;CDA;1384;2;
Krimpen aan den IJssel;G0542;10859;Partij van de Arbeid (PvdA) / GROENLINKS;1220;2;
Krimpen aan den IJssel;G0542;10859;VVD;862;1;
Krimpen aan den IJssel;G0542;10859;D66;560;;
Krimpenerwaard;G1931;10050;Leefbaar Krimpenerwaard;5927;7;
Krimpenerwaard;G1931;10050;Staatkundig Gereformeerde Partij (SGP);4578;5;
Krimpenerwaard;G1931;10050;Gemeente Belang Krimpenerwaard;3006;3;
Krimpenerwaard;G1931;10050;Pro Krimpenerwaard;2906;3;
Krimpenerwaard;G1931;10050;CDA;2851;3;
Krimpenerwaard;G1931;10050;Forum voor Democratie;2504;3;
Krimpenerwaard;G1931;10050;VVD;2380;3;
Krimpenerwaard;G1931;10050;GROENLINKS/Partij van de Arbeid (PvdA);2206;2;
Krimpenerwaard;G1931;10050;ChristenUnie;1280;1;
Krimpenerwaard;G1931;10050;D66;1191;1;
Laarbeek;G1659;10173;PNL (Partij Nieuw Laarbeek);3677;7;
Laarbeek;G1659;10173;Algemeen Belang Laarbeek;1897;4;
Laarbeek;G1659;10173;CDA;1126;2;
Laarbeek;G1659;10173;Ouderen appèl - hart voor Laarbeek;1045;2;
Laarbeek;G1659;10173;De Werkgroep;1037;2;
Laarbeek;G1659;10173;GROENLINKS / Partij van de Arbeid (PvdA);948;2;
Land van Cuijk;G1982;;CDA;11253;10;
Land van Cuijk;G1982;;Team Lokaal;10403;10;
Land van Cuijk;G1982;;Liberaal LVC;5794;5;
Land van Cuijk;G1982;;Forum voor Democratie;4903;4;
Land van Cuijk;G1982;;GROENLINKS/Partij van de Arbeid (PvdA);3982;3;
Land van Cuijk;G1982;;VVD;3037;2;
Land van Cuijk;G1982;;D66;2749;2;
Land van Cuijk;G1982;;SP (Socialistische Partij);1380;1;
Land van Cuijk;G1982;;50PLUS;968;;
Land van Cuijk;G1982;;Lijst Bart Theunissen;476;;
Landgraaf;G0882;11335;CDA;2676;5;
Landgraaf;G0882;11335;GBBL Ubach over Worms;2296;4;
Landgraaf;G0882;11335;Ouderen Partij Landgraaf / EenLandgraaf;2131;4;
Landgraaf;G0882;11335;PVV (Partij voor de Vrijheid);1966;3;
Landgraaf;G0882;11335;GBBL Schaesberg;1620;3;
Landgraaf;G0882;11335;GBBL Nieuwenhagen;1372;2;
Landgraaf;G0882;11335;GROENLINKS / Partij van de Arbeid (PvdA);1057;2;
Landgraaf;G0882;11335;VVD;946;1;
Landgraaf;G0882;11335;SP (Socialistische Partij);650;1;
Landgraaf;G0882;11335;Partij voor de Rechtsstaat;92;;
Landsmeer;G0415;11225;Lokaal Landsmeer;1646;5;
Landsmeer;G0415;11225;GROENLINKS / Partij van de Arbeid (PvdA);1194;3;
Landsmeer;G0415;11225;VVD;873;2;
Landsmeer;G0415;11225;D66;822;2;
Landsmeer;G0415;11225;DorpsBelang;563;2;
Landsmeer;G0415;11225;CDA;369;1;
Landsmeer;G0415;11225;SP (Socialistische Partij);234;;
Landsmeer;G0415;11225;Positief Landsmeer;75;;
Lansingerland;G1621;10139;Leefbaar 3B;10039;12;
Lansingerland;G1621;10139;CDA;5688;7;
Lansingerland;G1621;10139;VVD;3909;4;
Lansingerland;G1621;10139;WIJ Lansingerland;3471;4;
Lansingerland;G1621;10139;D66;2675;3;
Lansingerland;G1621;10139;GROENLINKS / Partij van de Arbeid (PvdA);2222;2;
Lansingerland;G1621;10139;ChristenUnie;1405;1;
Lansingerland;G1621;10139;Volt;632;;
